date,campaign_id,campaign_type,region,channel,spend_eur,leads,qualified_leads,conversions,cac,customer_segment,product_id,units_sold,avg_unit_price,discount_pct,net_revenue_eur,fulfillment_lag_months,fulfillment_month,cash_lag_months,cash_month,cash_collected_eur,backlog_volume,sla_breach_rate
2020-05,CMP-0080,Performance,LATAM,Search,57926.29,7048,3500,1231,47.056287571080425,Whale,SIM-5,1231,45,0.27751605404369895,40021.9981862493,1,2020-06,1,2020-07,40021.9981862493,3688,0.12
2020-06,CMP-0081,Product Launch,Europe,Social,57465.49,37772,26013,9352,6.144727331052181,Casual,SIM-4,9352,60,0.13344241387294847,486242.7927276112,1,2020-07,2,2020-09,486242.7927276112,4010,0.11
2020-06,CMP-0082,Brand,Europe,Email,93575.59,19097,16263,2125,44.03557176470588,Churn-Prone,SIM-4,2125,60,0.29772749609540194,89539.74424783625,1,2020-07,2,2020-09,89539.74424783625,4563,0.02
2020-06,CMP-0083,Product Launch,Europe,Affiliate,54704.04,25619,21302,8225,6.650947112462006,Whale,SIM-3,8225,55,0.09218442000340603,410673.07300095924,1,2020-07,1,2020-08,410673.07300095924,3335,0.12
2020-06,CMP-0084,Brand,Europe,Search,54791.71,24819,19172,5332,10.276014628657164,Whale,SIM-4,5332,60,0.17441123696046534,264122.35707160796,1,2020-07,1,2020-08,264122.35707160796,4953,0.09
2020-06,CMP-0085,Performance,APAC,Social,86358.57,26064,21363,7596,11.368953396524487,Whale,SIM-1,7596,55,0.19372026226258887,336847.5488319356,1,2020-07,1,2020-08,336847.5488319356,3512,0.13
2020-06,CMP-0086,Brand,APAC,Email,13836.64,1835,1305,294,47.06340136054422,Casual,SIM-3,294,55,0.22536294917510896,12525.881111838487,1,2020-07,2,2020-09,12525.881111838487,4454,0.12
2020-06,CMP-0087,Performance,APAC,Affiliate,45752.19,11288,6216,1329,34.42602708803612,Casual,SIM-2,1329,50,0.1887138381390211,53909.96545566205,1,2020-07,2,2020-09,53909.96545566205,4597,0.09
2020-06,CMP-0088,Product Launch,APAC,Search,82708.26,16093,13873,5320,15.546665413533834,Whale,SIM-2,5320,50,0.1419256235022507,228247.78414840132,2,2020-08,1,2020-09,228247.78414840132,5643,0.02
2020-06,CMP-0089,Performance,North America,Social,16311.46,2203,1332,255,63.96650980392157,Churn-Prone,SIM-2,255,50,0.1752903098406574,10515.048549531619,1,2020-07,2,2020-09,10515.048549531619,3370,0.07
2020-06,CMP-0090,Product Launch,North America,Email,73797.58,22949,19594,1892,39.005063424947146,Churn-Prone,SIM-5,1892,45,0.10575331638251435,76136.16264319273,1,2020-07,2,2020-09,68522.54637887346,2669,0.03
2020-06,CMP-0091,Product Launch,North America,Affiliate,36262.1,6621,5056,498,72.81546184738956,Churn-Prone,SIM-3,498,55,0.11448070488192537,24254.373493284063,1,2020-07,2,2020-09,24254.373493284063,3680,0.15
2020-06,CMP-0092,Brand,North America,Search,29778.15,8173,3444,1039,28.66039461020212,Casual,SIM-5,1039,45,0.11135605310429071,41548.547737108885,1,2020-07,2,2020-09,41548.547737108885,3876,0.15
2020-06,CMP-0093,Product Launch,LATAM,Social,35902.11,7100,5018,1977,18.1598937784522,Whale,SIM-5,1977,45,0.29983570582050195,62290.116431679045,1,2020-07,1,2020-08,62290.116431679045,2705,0.11
2020-06,CMP-0094,Performance,LATAM,Email,94277.88,19807,16592,1627,57.94583896742471,Churn-Prone,SIM-2,1627,50,0.1716489121481573,67386.3609967474,1,2020-07,2,2020-09,67386.3609967474,4668,0.02
2020-06,CMP-0095,Brand,LATAM,Affiliate,17849.41,2989,2109,731,24.4177975376197,Casual,SIM-4,731,60,0.14047660353146368,37698.69616911,1,2020-07,2,2020-09,37698.69616911,4084,0.08
2020-06,CMP-0096,Brand,LATAM,Search,59466.12,8492,7564,1133,52.485542806707855,Whale,SIM-2,1133,50,0.23854476274087721,43136.4391907293,1,2020-07,1,2020-08,43136.4391907293,4146,0.12
2020-07,CMP-0097,Brand,Europe,Social,12429.68,1440,1106,300,41.43226666666667,Whale,SIM-2,300,50,0.11471395004438976,13279.290749334154,1,2020-08,1,2020-09,13279.290749334154,3016,0.1
2020-07,CMP-0098,Product Launch,Europe,Email,95056.98,23143,16196,1437,66.14960334029227,Churn-Prone,SIM-5,1437,45,0.12264391584828478,56734.231181670664,1,2020-08,2,2020-10,56734.231181670664,3984,0.03
2020-07,CMP-0099,Brand,Europe,Affiliate,92733.06,14720,9129,1955,47.43379028132992,Casual,SIM-3,1955,55,0.2773639951795787,77701.43641831579,1,2020-08,2,2020-10,77701.43641831579,4157,0.03
2020-07,CMP-0100,Brand,Europe,Search,23920.16,12671,6495,700,34.17165714285714,Whale,SIM-2,700,50,0.0656914994914126,32700.797517800558,1,2020-08,1,2020-09,32700.797517800558,2879,0.03
2020-07,CMP-0101,Performance,APAC,Social,30595.69,3585,2390,550,55.62852727272727,Casual,SIM-1,550,55,0.08973746307154372,27535.4417420858,1,2020-08,2,2020-10,27535.4417420858,4381,0.1
2020-07,CMP-0102,Performance,APAC,Email,88737.7,42420,24044,1422,62.4034458509142,Churn-Prone,SIM-3,1422,55,0.11758055052728579,69014.02514326098,1,2020-08,2,2020-10,69014.02514326098,4041,0.07
2020-07,CMP-0103,Performance,APAC,Affiliate,64695.03,11514,7395,2555,25.320951076320938,Churn-Prone,SIM-2,2555,50,0.19466674198173928,102881.32371183281,1,2020-08,2,2020-10,102881.32371183281,4544,0.04
2020-07,CMP-0104,Performance,APAC,Search,92028.12,10580,6198,2310,39.839012987012985,Churn-Prone,SIM-3,2310,55,0.2068158246576815,100774.04947724157,1,2020-08,2,2020-10,100774.04947724157,2936,0.15
2020-07,CMP-0105,Performance,North America,Social,32253.39,24897,12894,2980,10.823285234899329,Whale,SIM-1,2980,55,0.24652601688997627,123494.38583173288,1,2020-08,1,2020-09,123494.38583173288,2641,0.07
2020-07,CMP-0106,Brand,North America,Email,52245.64,20026,15360,1983,26.346767523953606,Casual,SIM-5,1983,45,0.1414409059774847,76613.52075509915,1,2020-08,2,2020-10,76613.52075509915,2738,0.06
2020-07,CMP-0107,Product Launch,North America,Affiliate,11769.42,1990,874,193,60.98145077720207,Casual,SIM-4,193,60,0.28113366528138006,8324.472156041618,1,2020-08,2,2020-10,8324.472156041618,2505,0.14
2020-07,CMP-0108,Product Launch,North America,Search,61958.58,14089,12522,734,84.41223433242507,Churn-Prone,SIM-4,734,60,0.2917735440768936,31190.293118853606,1,2020-08,2,2020-10,31190.293118853606,4209,0.02
2020-07,CMP-0109,Performance,LATAM,Social,73728.6,7839,6919,1067,69.09896907216495,Casual,SIM-3,1067,55,0.05541896714159002,55432.737913295794,1,2020-08,2,2020-10,55432.737913295794,2602,0.05
2020-07,CMP-0110,Brand,LATAM,Email,83673.14,9496,5782,1699,49.24846380223661,Whale,SIM-2,1699,50,0.1628094294313096,71119.33896981025,1,2020-08,1,2020-09,71119.33896981025,3503,0.08
2020-07,CMP-0111,Product Launch,LATAM,Affiliate,40163.02,7328,4875,1041,38.5811911623439,Churn-Prone,SIM-1,1041,55,0.24526896510624407,43212.12540284199,1,2020-08,2,2020-10,43212.12540284199,3475,0.07
2020-07,CMP-0112,Brand,LATAM,Search,84479.63,9805,7827,2612,32.34289050535988,Casual,SIM-1,2612,55,0.24040142091600636,109123.93187120653,1,2020-08,2,2020-10,109123.93187120653,2346,0.08
2020-08,CMP-0113,Brand,Europe,Social,92480.07,40598,30465,2336,39.589071061643835,Casual,SIM-1,2336,55,0.16859933725461163,106818.3571495275,1,2020-09,2,2020-11,106818.3571495275,4785,0.11
2020-08,CMP-0114,Brand,Europe,Email,18027.4,1951,964,287,62.813240418118475,Churn-Prone,SIM-1,287,55,0.246398744794861,11895.59581341312,1,2020-09,2,2020-11,11895.59581341312,4488,0.15
2020-08,CMP-0115,Brand,Europe,Affiliate,53733.49,12156,10455,781,68.80088348271447,Churn-Prone,SIM-2,781,50,0.23931840344503014,29704.61634547157,1,2020-09,2,2020-11,29704.61634547157,1802,0.06
2020-08,CMP-0116,Brand,Europe,Search,88356.1,29133,22172,3923,22.522584756563855,Casual,SIM-5,3923,45,0.195225983125283,142070.78106897816,1,2020-09,2,2020-11,142070.78106897816,4872,0.12
2020-08,CMP-0117,Brand,APAC,Social,42843.15,21143,12930,3475,12.328964028776978,Casual,SIM-3,3475,55,0.11572702271405098,169006.672783777,2,2020-10,2,2020-12,169006.672783777,5782,0.02
2020-08,CMP-0118,Performance,APAC,Email,82168.89,8284,4564,1783,46.0846270330903,Churn-Prone,SIM-2,1783,50,0.11897545781468617,78543.33793582073,1,2020-09,2,2020-11,78543.33793582073,4881,0.08
2020-08,CMP-0119,Product Launch,APAC,Affiliate,82370.76,12733,10770,2561,32.163514252245214,Churn-Prone,SIM-5,2561,45,0.07650616849710788,106428.0466115508,2,2020-10,2,2020-12,106428.0466115508,5986,0.08
2020-08,CMP-0120,Performance,APAC,Search,97663.16,32015,28651,10841,9.008685545613874,Casual,SIM-5,10841,45,0.2364510008889829,372493.56147131417,2,2020-10,2,2020-12,372493.56147131417,5731,0.06
2020-08,CMP-0121,Performance,North America,Social,54152.72,23793,14448,1012,53.510592885375495,Whale,SIM-5,1012,45,0.21068155185957205,35945.56212831509,1,2020-09,1,2020-10,35945.56212831509,3134,0.09
2020-08,CMP-0122,Performance,North America,Email,83822.47,12011,9428,2284,36.69985551663748,Casual,SIM-3,2284,55,0.2503789875109407,94167.39158887563,1,2020-09,2,2020-11,94167.39158887563,4221,0.05
2020-08,CMP-0123,Brand,North America,Affiliate,89077.05,20625,15718,972,91.64305555555556,Casual,SIM-3,972,55,0.2250579163123274,41428.403793942976,1,2020-09,2,2020-11,41428.403793942976,2565,0.04
2020-08,CMP-0124,Product Launch,North America,Search,79979.34,11573,7570,3008,26.588876329787233,Whale,SIM-3,3008,55,0.08652122621659418,151125.92833472666,2,2020-10,1,2020-11,151125.92833472666,5016,0.09
2020-08,CMP-0125,Product Launch,LATAM,Social,84689.21,18443,10027,809,104.68381953028431,Churn-Prone,SIM-5,809,45,0.054096691709741254,34435.609938306865,1,2020-09,2,2020-11,34435.609938306865,4137,0.12
2020-08,CMP-0126,Product Launch,LATAM,Email,61610.54,37659,21849,5213,11.81863418377134,Churn-Prone,SIM-5,5213,45,0.2047028124166697,186564.79074923554,1,2020-09,2,2020-11,186564.79074923554,4021,0.09
2020-08,CMP-0127,Product Launch,LATAM,Affiliate,79875.66,16690,9079,1010,79.08481188118812,Churn-Prone,SIM-1,1010,55,0.20973285553226706,43899.339875182566,1,2020-09,2,2020-11,43899.339875182566,4031,0.03
