Date,Entity,Department,Account Group,Product,Currency,Revenue,COGS,Gross Profit,OPEX_HR,OPEX_Marketing,OPEX_Ops,Depreciation,EBITDA,Interest,Tax,Net Profit,Budgeted Revenue,Budgeted OPEX
2020-03-01,WhaleCare PH,Infrastructure,Revenue,Summon Siege,EUR,1439086.38,526883.89,912202.4899999999,184243.23,122681.82,89760.88,27900.67,515516.55999999994,9640.45,75881.42,429994.68999999994,1538800.814543517,401856.5241903195
2020-03-01,SummonStorm BR,R&D,Revenue,Summon Siege,EUR,1353718.13,315217.54,1038500.5899999999,169186.05,136304.49,100698.42,8959.47,632311.6299999998,11082.34,93184.39,528044.8999999998,1464154.5648616764,412990.78088324587
2020-03-01,SummonStorm BR,Human Resources,Revenue,Idle Bureaucracy,EUR,1377577.39,396503.94,981073.45,163089.67,53090.1,101031.86,15782.28,663861.82,5259.24,98790.39,559812.19,1494583.5594142918,322235.7101279659
2020-03-01,SummonStorm BR,Marketing,Revenue,Petty Kingdoms,EUR,1748821.67,666815.95,1082005.72,124721.62,93455.52,85738.83,20825.97,778089.75,11706.81,114957.44,651425.5,1749234.1159475471,309423.71461124165
2020-03-01,SummonStorm BR,LiveOps,Revenue,Summon Siege,EUR,1375413.63,445654.03,929759.5999999999,204148.05,122461.65,70252.1,22019.1,532897.7999999998,6725.83,78925.8,447246.16999999987,1460128.029118864,400636.2978411086
2020-03-01,SummonStorm BR,BI & Analytics,Revenue,Petty Kingdoms,EUR,1521469.87,536305.56,985164.31,168058.56,109574.2,96582.77,26434.87,610948.78,8666.09,90342.4,511940.29000000004,1479610.603804861,380351.01292496803
2020-03-01,SummonStorm BR,Infrastructure,Revenue,Idle Bureaucracy,EUR,1223350.4,420841.48,802508.9199999999,214647.58,150258.09,47355.64,21404.82,390247.61,6824.84,57513.42,325909.35,1328885.8836381577,416491.9384375429
2020-04-01,Tapstorm SG,R&D,Revenue,Summon Siege,EUR,966383.93,282571.78,683812.15,217401.11,125415.93,132871.43,18985.77,208123.68000000005,10140.75,29697.44,168285.49000000005,1044485.7130858619,480852.5621919073
2020-04-01,Tapstorm SG,H.R.,Revenue,Idle Bureaucracy,EUR,1717729.99,582877.6,1134852.3900000001,185421.53,133263.5,85004.88,14301.23,731162.4800000001,5975.66,108778.02,616408.8,1821595.342924282,411520.1521681864
2020-04-01,Tapstorm SG,Marketing,Revenue,Petty Kingdoms,EUR,1203118.55,477599.85,725518.7000000001,176855.33,196160.73,90479.05,17059.57,262023.59000000014,9599.8,37863.57,214560.22000000015,1203454.9253999526,466976.9534371097
2020-04-01,Tapstorm SG,LiveOps,Revenue,Petty Kingdoms,EUR,1003543.0,308568.52,694974.48,174253.01,138844.2,105402.51,15907.63,276474.75999999995,5491.7,40647.46,230335.59999999995,1021472.2264007527,423108.6172526623
2020-04-01,Tapstorm SG,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1426277.08,427417.52,998859.56,173181.91,144133.17,76855.72,25402.3,604688.76,4465.28,90033.52,510189.95999999996,1490230.8353543223,398767.4669641678
2020-04-01,Tapstorm SG,Infrastructure,Revenue,Idle Bureaucracy,EUR,1168042.23,253546.85,914495.38,180017.48,124747.68,66448.68,20746.43,543281.54,7652.37,80344.38,455284.79000000004,1266984.9187349097,377225.2607031202
2020-04-01,TapForge CN,R&D,Revenue,Petty Kingdoms,EUR,1327901.4,275287.15,1052614.25,166328.53,197097.81,57857.91,26942.91,631329.9999999999,2021.95,94396.21,534911.84,1349299.7503090675,428153.37778874644
2020-04-01,TapForge CN,HR,Revenue,Summon Siege,EUR,877982.93,202856.24,675126.6900000001,187246.06,112355.36,77002.44,22638.82,298522.8300000001,12499.67,42903.47,243119.6900000001,887913.0272697743,379614.0514758353
2020-04-01,TapForge CN,Marketing,Revenue,Idle Bureaucracy,EUR,1780703.52,365790.69,1414912.83,211788.88,98865.9,65433.7,20493.73,1038824.3500000003,9608.96,154382.31,874833.0800000003,1739358.6102296044,379255.28828666214
2020-04-01,TapForge CN,LiveOps,Revenue,Idle Bureaucracy,EUR,1713899.53,376866.42,1337033.11,200346.6,91787.59,84693.04,21263.78,960205.88,14939.19,141790.0,803476.6900000001,1680902.9266355836,380316.5959535406
2020-04-01,TapForge CN,BI & Analytics,Revenue,Petty Kingdoms,EUR,1677930.38,339949.34,1337981.0399999998,172261.34,69906.62,115293.74,13792.49,980519.3399999996,7551.08,145945.24,827023.0199999997,1689598.4750078826,360126.75623971416
2020-04-01,TapForge CN,Infrastructure,Revenue,Petty Kingdoms,EUR,1681802.99,546299.7,1135503.29,211167.37,54903.67,44930.61,17275.39,824501.64,12915.47,121737.93,689848.24,1799492.6846529117,315955.2126240451
2020-04-01,WhaleCare PH,R&D,Revenue,Summon Siege,EUR,1390916.34,352924.81,1037991.53,178576.36,184657.19,93445.15,16885.73,581312.83,8745.57,85885.09,486682.17000000004,1495568.2393686324,461706.35089959804
2020-04-01,WhaleCare PH,Human Resources,Revenue,Idle Bureaucracy,EUR,1604274.51,375939.04,1228335.47,139260.18,136555.91,120111.48,23587.96,832407.9,8592.56,123572.3,700243.0399999999,1526706.8336449692,401717.9761189476
2020-04-01,WhaleCare PH,Marketing,Revenue,Petty Kingdoms,EUR,1576808.92,504741.85,1072067.0699999998,204567.27,89887.26,90205.93,19209.49,687406.6099999999,12419.78,101248.02,573738.8099999998,1588588.911340922,388723.23213345645
2020-04-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1507827.32,351710.79,1156116.53,171299.67,125956.75,51312.7,22905.11,807547.41,5427.95,120317.92,681801.54,1512879.9098296699,352371.46142887446
2020-04-01,WhaleCare PH,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1207238.02,378204.65,829033.37,206341.04,182439.44,73908.93,20476.6,366343.95999999996,10537.11,53371.03,302435.81999999995,1185798.7485601935,466825.9532606433
2020-04-01,WhaleCare PH,Infrastructure,Revenue,Petty Kingdoms,EUR,1536602.94,459864.15,1076738.79,137761.07,149613.67,72956.54,21212.6,716407.5099999999,10539.54,105880.2,599987.7699999999,1573978.804984037,364829.0015914358
2020-04-01,SummonStorm BR,R&D,Revenue,Summon Siege,EUR,1311909.88,327033.43,984876.45,225311.21,134992.13,90651.9,14561.1,533921.21,12788.45,78169.91,442962.85,1362463.8025016815,454864.53423626267
2020-04-01,SummonStorm BR,HR Dept.,Revenue,Summon Siege,EUR,1425744.41,546719.82,879024.59,147016.3,113212.64,101291.37,20598.03,517504.28,12450.1,75758.13,429296.05000000005,1495345.6948733178,367448.3029395649
2020-04-01,SummonStorm BR,Marketing,Revenue,Petty Kingdoms,EUR,1750176.65,437427.95,1312748.7,191479.5,74203.44,78841.9,24092.42,968223.86,10401.54,143673.35,814148.97,1671579.5363623395,347903.2551893876
2020-04-01,SummonStorm BR,LiveOps,Revenue,Petty Kingdoms,EUR,1815945.86,698919.86,1117026.0,208226.74,117587.53,70691.0,24432.59,720520.73,5784.52,107210.43,607525.78,1757990.0075620513,402256.820015276
2020-04-01,SummonStorm BR,BI & Analytics,Revenue,Petty Kingdoms,EUR,1566640.13,419820.38,1146819.75,168031.28,112169.18,82699.69,22062.85,783919.6000000001,4210.95,116956.3,662752.3500000001,1674124.9197635988,369447.9168092029
2020-04-01,SummonStorm BR,Infrastructure,Revenue,Petty Kingdoms,EUR,1054331.89,397689.3,656642.5899999999,146263.41,137565.1,94267.99,20235.09,278546.08999999985,13669.51,39731.49,225145.08999999985,1065180.5824692587,382071.3523148048
2020-05-01,Tapstorm SG,R&D,Revenue,Petty Kingdoms,EUR,2189669.44,820546.7,1369122.74,170929.04,69545.39,44828.02,15636.85,1083820.29,12380.97,160715.9,910723.42,2116471.2364152377,288285.7742334486
2020-05-01,Tapstorm SG,HR Dept.,Revenue,Summon Siege,EUR,1224404.42,317441.08,906963.3399999999,131658.04,83778.13,58588.44,23413.12,632938.7299999997,9502.83,93515.38,529920.5199999998,1324643.650222305,277786.2327354738
2020-05-01,Tapstorm SG,Marketing,Revenue,Petty Kingdoms,EUR,1485160.89,479235.1,1005925.7899999999,196870.49,155013.09,112422.17,12150.2,541620.0399999999,10221.89,79709.72,451688.42999999993,1450228.724868487,468371.03921036277
2020-05-01,Tapstorm SG,LiveOps,Revenue,Summon Siege,EUR,1333356.86,474564.23,858792.6300000001,167600.77,114956.55,72532.01,14132.15,503703.30000000005,12387.72,73697.34,417618.2400000001,1297468.7413666246,361662.1264077614
2020-05-01,Tapstorm SG,BI & Analytics,Revenue,Summon Siege,EUR,1334333.09,326596.07,1007737.02,195823.3,190721.29,98756.77,15799.45,522435.6599999999,10494.09,76791.24,435150.3299999999,1443240.1951281494,489382.1769642734
2020-05-01,Tapstorm SG,Infrastructure,Revenue,Idle Bureaucracy,EUR,1383689.53,522688.19,861001.3400000001,193587.48,152508.29,62988.87,20523.68,451916.70000000007,4754.36,67074.35,380087.9900000001,1368417.8421450572,412198.62954935676
2020-05-01,TapForge CN,R&D,Revenue,Summon Siege,EUR,1490061.91,322165.16,1167896.75,224863.95,140842.83,58783.46,2595.96,743406.5100000001,7389.33,110402.58,625614.6000000002,1547967.4557662944,428756.08083622274
2020-05-01,TapForge CN,HR,Revenue,Idle Bureaucracy,EUR,1813248.26,608531.97,1204716.29,139015.09,133876.46,84800.45,21527.77,847024.29,12798.99,125133.79,709091.51,1958478.8021197678,363324.52738586836
2020-05-01,TapForge CN,Marketing,Revenue,Idle Bureaucracy,EUR,1746144.65,592806.14,1153338.5099999998,192681.85,150255.62,110633.78,16754.04,699767.2599999998,11441.69,103248.84,585076.7299999999,1889556.582027497,458320.5728795247
2020-05-01,TapForge CN,LiveOps,Revenue,Idle Bureaucracy,EUR,1544014.11,412288.47,1131725.6400000001,162761.49,134848.67,88365.05,22002.06,745750.43,9322.86,110464.14,625963.43,1533292.0436595187,390980.3321267676
2020-05-01,TapForge CN,BI & Analytics,Revenue,Summon Siege,EUR,1557329.72,508254.34,1049075.38,181160.91,142599.13,52995.03,27475.67,672320.3099999998,10640.89,99251.91,562427.5099999998,1504453.8532464711,382129.1455255662
2020-05-01,TapForge CN,Infrastructure,Revenue,Summon Siege,EUR,1973235.98,774689.29,1198546.69,210224.55,76755.17,83510.92,22042.56,828056.0499999998,9440.88,122792.28,695822.8899999998,2084182.777801993,374883.6412650394
2020-05-01,WhaleCare PH,R&D,Revenue,Summon Siege,EUR,1539890.9,414502.61,1125388.29,162496.98,105596.04,82556.05,21835.51,774739.22,8422.58,114947.5,651369.14,1468575.530337095,357997.3560438515
2020-05-01,WhaleCare PH,HR,Revenue,Summon Siege,EUR,1480274.92,498347.99,981926.9299999999,137475.16,107805.21,55402.61,19111.3,681243.95,11945.91,100394.71,568903.33,1455281.1321363968,307163.94334888493
2020-05-01,WhaleCare PH,Marketing,Revenue,Petty Kingdoms,EUR,1573140.21,520555.62,1052584.5899999999,165898.03,113327.62,57060.83,19427.05,716298.1099999999,11899.8,105659.75,598738.5599999998,1645156.8260098095,338998.19224361295
2020-05-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1292427.58,512829.49,779598.0900000001,202447.21,113802.98,65782.56,16654.39,397565.34000000014,10222.62,58101.41,329241.3100000002,1299250.2425877724,386688.64609590446
2020-05-01,WhaleCare PH,BI & Analytics,Revenue,Summon Siege,EUR,1475354.65,580756.67,894597.9799999999,207932.4,128090.08,75398.87,23538.58,483176.6299999999,12167.62,70651.35,400357.6599999999,1588540.1470766389,417385.4341398013
2020-05-01,WhaleCare PH,Infrastructure,Revenue,Idle Bureaucracy,EUR,1898745.76,429589.28,1469156.48,211230.04,134742.14,59385.65,19751.17,1063798.65,11124.93,157901.06,894772.6599999999,1926364.696016504,409221.7307246526
2020-05-01,SummonStorm BR,R&D,Revenue,Idle Bureaucracy,EUR,1487952.61,316698.49,1171254.12,144230.62,72257.86,91294.02,16826.97,863471.6200000001,12987.26,127572.65,722911.7100000001,1515156.8808426282,312104.04052112636
2020-05-01,SummonStorm BR,Human Resources,Revenue,Petty Kingdoms,EUR,772836.2,247310.76,525525.44,205588.04,87191.13,87442.63,22394.36,145303.6399999999,9927.47,20306.43,115069.7399999999,746358.4660531036,384365.29292054067
