Date,Invoice ID,Customer ID,Customer Name,Product ID,Product Name,Entity,Country,Channel,Currency,Units Sold,Unit Price,Discount %,Net Revenue,Returns,FX Rate
2020-01-01,INV000015,CUST0038,Customer_38,PRD001,Summon Siege,SummonStorm BR,Philippines,App Store,EUR,7,40.85,0.28,205.884,0.0,1.2131
2020-01-01,INV000016,CUST0025,Customer_25,PRD003,Petty Kingdoms,WhaleCare PH,Brazil,Web Portal,EUR,4,35.54,0.14,122.2576,0.0,1.1773
2020-01-01,INV000017,CUST0037,Customer_37,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,Emulator,EUR,7,92.9,0.26,481.22200000000004,0.0,1.1077
2020-01-01,INV000018,CUST0059,Customer_59,PRD001,Summon Siege,Tapstorm SG,Singapore,Google Play,EUR,7,23.4,0.16,137.59199999999998,0.0,1.1705
2020-01-01,INV000019,CUST0026,Customer_26,PRD001,Summon Siege,TapForge CN,Brazil,App Store,EUR,8,51.69,0.18,339.08639999999997,0.0,1.2577
2020-01-01,INV000020,CUST0070,Customer_70,PRD001,Summon Siege,TapForge CN,Singapore,Web Portal,EUR,3,63.38,0.15,161.61900000000003,0.0,0.9447
2020-01-01,INV000021,CUST0098,Customer_98,PRD002,Idle Bureaucracy,TapForge CN,Brazil,Web Portal,EUR,3,57.47,0.22,134.4798,0.0,1.1562
2020-01-01,INV000022,CUST0002,Customer_2,PRD001,Summon Siege,TapForge CN,Brazil,Emulator,EUR,2,68.29,0.17,113.3614,0.0,0.8279
2020-01-01,INV000023,CUST0019,Customer_19,PRD001,Summon Siege,SummonStorm BR,Singapore,Web Portal,EUR,9,83.95,0.11,672.4395000000001,0.0,0.9846
2020-01-01,INV000024,CUST0037,Customer_37,PRD003,Petty Kingdoms,TapForge CN,Brazil,Google Play,EUR,7,95.24,0.09,606.6787999999999,0.0,1.0682
2020-01-01,INV000025,CUST0034,Customer_34,PRD001,Summon Siege,Tapstorm SG,Philippines,Google Play,EUR,4,90.1,0.02,353.19199999999995,0.0,0.8545
2020-01-01,INV000026,CUST0016,Customer_16,PRD003,Petty Kingdoms,WhaleCare PH,China,Web Portal,EUR,2,49.42,0.04,94.88640000000001,0.0,0.8683
2020-01-01,INV000027,CUST0025,Customer_25,PRD001,Summon Siege,TapForge CN,Brazil,App Store,EUR,5,37.1,0.08,170.66,0.0,1.2875
2020-01-01,INV000028,CUST0006,Customer_6,PRD001,Summon Siege,TapForge CN,China,App Store,EUR,6,69.26,0.12,365.69280000000003,0.0,0.8706
2020-01-01,INV000029,CUST0010,Customer_10,PRD001,Summon Siege,SummonStorm BR,Brazil,Web Portal,EUR,2,53.45,0.17,88.727,0.0,1.2636
2020-01-01,INV000030,CUST0027,Customer_27,PRD002,Idle Bureaucracy,TapForge CN,China,Google Play,EUR,7,49.88,0.09,317.73560000000003,0.0,0.9366
2020-01-01,INV000031,CUST0060,Customer_60,PRD003,Petty Kingdoms,Tapstorm SG,China,Web Portal,EUR,4,81.61,0.26,241.5656,0.0,0.9258
2020-01-01,INV000032,CUST0009,Customer_9,PRD003,Petty Kingdoms,TapForge CN,Brazil,Web Portal,EUR,5,87.02,0.11,387.239,0.0,0.9352
2020-01-01,INV000033,CUST0095,Customer_95,PRD003,Petty Kingdoms,TapForge CN,Brazil,Web Portal,EUR,8,90.65,0.23,558.404,0.0,0.9404
2020-01-01,INV000034,CUST0016,Customer_16,PRD003,Petty Kingdoms,Tapstorm SG,Philippines,App Store,EUR,4,7.62,0.06,28.6512,0.0,1.0138
2020-01-01,INV000035,CUST0079,Customer_79,PRD003,Petty Kingdoms,WhaleCare PH,Singapore,Emulator,EUR,7,88.45,0.21,489.1285,0.0,1.1257
2020-01-01,INV000036,CUST0034,Customer_34,PRD001,Summon Siege,WhaleCare PH,Philippines,App Store,EUR,6,64.81,0.14,334.4196,0.0,1.0565
2020-01-01,INV000037,CUST0059,Customer_59,PRD001,Summon Siege,TapForge CN,Philippines,App Store,EUR,7,37.91,0.03,257.4089,0.0,1.2935
2020-01-01,INV000038,CUST0059,Customer_59,PRD003,Petty Kingdoms,Tapstorm SG,Brazil,Web Portal,EUR,4,56.45,0.26,167.092,0.0,1.182
2020-01-01,INV000039,CUST0054,Customer_54,PRD002,Idle Bureaucracy,TapForge CN,China,App Store,EUR,5,16.23,0.28,58.428,0.0,1.172
2020-01-01,INV000040,CUST0040,Customer_40,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Emulator,EUR,4,75.36,0.05,286.368,0.0,0.9566
2020-01-01,INV000041,CUST0015,Customer_15,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Emulator,EUR,3,66.0,0.19,160.38,0.0,1.2571
2020-01-01,INV000042,CUST0053,Customer_53,PRD001,Summon Siege,SummonStorm BR,Singapore,Web Portal,EUR,7,54.21,0.26,280.80780000000004,0.0,0.8886
2020-01-01,INV000043,CUST0009,Customer_9,PRD001,Summon Siege,WhaleCare PH,Philippines,App Store,EUR,6,64.26,0.18,316.15920000000006,0.0,1.0595
2020-01-01,INV000044,CUST0007,Customer_7,PRD002,Idle Bureaucracy,TapForge CN,Brazil,Google Play,EUR,8,78.36,0.03,608.0735999999999,0.0,1.1863
2020-01-01,INV000045,CUST0056,Customer_56,PRD001,Summon Siege,Tapstorm SG,Singapore,Google Play,EUR,6,96.65,0.05,550.9050000000001,0.0,1.2487
2020-01-01,INV000046,CUST0002,Customer_2,PRD002,Idle Bureaucracy,WhaleCare PH,China,Google Play,EUR,2,28.33,0.17,47.0278,0.0,1.2295
2020-01-01,INV000047,CUST0046,Customer_46,PRD001,Summon Siege,WhaleCare PH,China,App Store,EUR,6,5.76,0.21,27.302400000000002,0.0,0.8596
2020-01-01,INV000048,CUST0087,Customer_87,PRD002,Idle Bureaucracy,SummonStorm BR,China,App Store,EUR,8,16.34,0.11,116.3408,0.0,0.8688
2020-01-01,INV000049,CUST0026,Customer_26,PRD003,Petty Kingdoms,TapForge CN,Singapore,Google Play,EUR,5,14.02,0.18,57.482,0.0,0.8692
2020-01-01,INV000050,CUST0048,Customer_48,PRD001,Summon Siege,TapForge CN,Singapore,App Store,EUR,5,72.38,0.06,340.186,0.0,1.0112
2020-01-01,INV000051,CUST0072,Customer_72,PRD001,Summon Siege,SummonStorm BR,Philippines,Web Portal,EUR,8,26.18,0.25,157.07999999999998,0.0,1.1786
2020-01-01,INV000052,CUST0024,Customer_24,PRD003,Petty Kingdoms,Tapstorm SG,China,Google Play,EUR,9,7.47,0.23,51.7671,0.0,0.9822
2020-01-01,INV000053,CUST0027,Customer_27,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,App Store,EUR,1,38.67,0.18,31.709400000000002,0.0,0.8765
2020-01-01,INV000054,CUST0043,Customer_43,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,2,17.9,0.02,35.083999999999996,0.0,0.8922
2020-01-01,INV000055,CUST0034,Customer_34,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,Google Play,EUR,6,53.7,0.1,289.98,0.0,1.1734
2020-01-01,INV000056,CUST0076,Customer_76,PRD001,Summon Siege,SummonStorm BR,Singapore,App Store,EUR,9,39.87,0.08,330.1236,0.0,0.9682
2020-01-01,INV000057,CUST0070,Customer_70,PRD003,Petty Kingdoms,WhaleCare PH,Singapore,App Store,EUR,7,16.64,0.18,95.5136,0.0,1.0869
2020-01-01,INV000058,CUST0090,Customer_90,PRD001,Summon Siege,WhaleCare PH,Singapore,Web Portal,EUR,5,45.9,0.15,195.075,0.0,0.9609
2020-01-01,INV000059,CUST0052,Customer_52,PRD002,Idle Bureaucracy,TapForge CN,China,App Store,EUR,3,12.23,0.28,26.416799999999995,0.0,0.9071
2020-01-01,INV000060,CUST0001,Customer_1,PRD001,Summon Siege,TapForge CN,China,Emulator,EUR,1,7.84,0.29,5.5664,0.0,1.2421
2020-02-01,INV000061,CUST0085,Customer_85,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Web Portal,EUR,9,34.57,0.13,270.68309999999997,0.0,0.965
2020-02-01,INV000062,CUST0072,Customer_72,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,App Store,EUR,2,17.87,0.26,26.4476,0.0,0.8242
2020-02-01,INV000063,CUST0008,Customer_8,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Web Portal,EUR,9,27.83,0.06,235.44179999999997,0.0,1.2392
2020-02-01,INV000064,CUST0078,Customer_78,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,Emulator,EUR,9,68.05,0.1,551.2049999999999,0.0,1.2392
2020-02-01,INV000065,CUST0024,Customer_24,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,1,51.14,0.0,51.14,0.0,0.8157
2020-02-01,INV000066,CUST0023,Customer_23,PRD001,Summon Siege,SummonStorm BR,China,Google Play,EUR,8,59.39,0.03,460.8664,0.0,1.1728
2020-02-01,INV000067,CUST0052,Customer_52,PRD003,Petty Kingdoms,TapForge CN,Brazil,Web Portal,EUR,8,25.24,0.17,167.59359999999998,0.0,1.2611
2020-02-01,INV000068,CUST0067,Customer_67,PRD003,Petty Kingdoms,Tapstorm SG,Brazil,Emulator,EUR,9,88.43,0.12,700.3656000000001,0.0,1.2643
2020-02-01,INV000069,CUST0026,Customer_26,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Emulator,EUR,9,69.25,0.03,604.5525,0.0,1.2598
2020-02-01,INV000070,CUST0001,Customer_1,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,App Store,EUR,9,70.61,0.19,514.7469,0.0,1.0078
2020-02-01,INV000071,CUST0090,Customer_90,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Google Play,EUR,6,7.24,0.24,33.014399999999995,0.0,0.8772
2020-02-01,INV000072,CUST0014,Customer_14,PRD002,Idle Bureaucracy,WhaleCare PH,China,Emulator,EUR,2,76.87,0.14,132.21640000000002,0.0,0.902
2020-02-01,INV000073,CUST0030,Customer_30,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,Web Portal,EUR,7,63.95,0.13,389.45550000000003,0.0,1.0638
2020-02-01,INV000074,CUST0027,Customer_27,PRD001,Summon Siege,Tapstorm SG,Philippines,Web Portal,EUR,9,62.85,0.11,503.4285,0.0,1.2761
2020-02-01,INV000075,CUST0057,Customer_57,PRD003,Petty Kingdoms,SummonStorm BR,China,Web Portal,EUR,4,29.52,0.22,92.1024,0.0,1.258
2020-02-01,INV000076,CUST0072,Customer_72,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Web Portal,EUR,3,74.22,0.02,218.2068,0.0,1.0068
2020-02-01,INV000077,CUST0086,Customer_86,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Google Play,EUR,1,65.56,0.14,56.3816,0.0,1.2183
2020-02-01,INV000078,CUST0090,Customer_90,PRD002,Idle Bureaucracy,SummonStorm BR,Brazil,Google Play,EUR,9,7.96,0.25,53.730000000000004,0.0,0.8976
2020-02-01,INV000079,CUST0064,Customer_64,PRD002,Idle Bureaucracy,WhaleCare PH,China,App Store,EUR,4,4.62,0.23,14.229600000000001,0.0,1.246
2020-02-01,INV000080,CUST0095,Customer_95,PRD001,Summon Siege,SummonStorm BR,China,Web Portal,EUR,9,37.25,0.28,241.38,0.0,0.8259
2020-02-01,INV000081,CUST0035,Customer_35,PRD003,Petty Kingdoms,Tapstorm SG,Philippines,Google Play,EUR,1,88.21,0.26,65.27539999999999,0.0,0.9384
2020-02-01,INV000082,CUST0045,Customer_45,PRD003,Petty Kingdoms,TapForge CN,Brazil,Emulator,EUR,9,88.23,0.22,619.3746000000001,0.0,1.1486
2020-02-01,INV000083,CUST0063,Customer_63,PRD002,Idle Bureaucracy,TapForge CN,Singapore,Emulator,EUR,3,14.61,0.04,42.0768,0.0,0.8138
2020-02-01,INV000084,CUST0016,Customer_16,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Emulator,EUR,1,6.79,0.09,6.1789000000000005,0.0,1.0182
2020-02-01,INV000085,CUST0061,Customer_61,PRD001,Summon Siege,Tapstorm SG,China,Emulator,EUR,9,23.58,0.04,203.73119999999997,0.0,0.8252
2020-02-01,INV000086,CUST0074,Customer_74,PRD001,Summon Siege,SummonStorm BR,China,Google Play,EUR,2,58.05,0.03,112.61699999999999,0.0,1.1772
2020-02-01,INV000087,CUST0007,Customer_7,PRD001,Summon Siege,SummonStorm BR,Brazil,App Store,EUR,3,63.37,0.17,157.79129999999998,0.0,1.0226
2020-02-01,INV000088,CUST0059,Customer_59,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,Web Portal,EUR,2,65.65,0.3,91.91000000000001,0.0,0.9815
2020-02-01,INV000089,CUST0077,Customer_77,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Emulator,EUR,9,43.99,0.05,376.1145,0.0,1.1593
2020-02-01,INV000090,CUST0036,Customer_36,PRD001,Summon Siege,TapForge CN,China,Emulator,EUR,4,56.54,0.26,167.3584,0.0,1.082
2020-02-01,INV000091,CUST0098,Customer_98,PRD001,Summon Siege,TapForge CN,Singapore,Web Portal,EUR,3,42.27,0.08,116.6652,0.0,0.8781
2020-02-01,INV000092,CUST0093,Customer_93,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Google Play,EUR,4,98.92,0.02,387.76640000000003,0.0,1.1576
2020-02-01,INV000093,CUST0023,Customer_23,PRD001,Summon Siege,WhaleCare PH,Brazil,Web Portal,EUR,4,41.76,0.29,118.5984,0.0,1.0135
2020-02-01,INV000094,CUST0082,Customer_82,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,8,13.4,0.11,95.408,0.0,0.9663
2020-02-01,INV000095,CUST0064,Customer_64,PRD001,Summon Siege,Tapstorm SG,Singapore,Google Play,EUR,9,55.57,0.17,415.1079,0.0,1.2942
2020-02-01,INV000096,CUST0037,Customer_37,PRD001,Summon Siege,WhaleCare PH,Brazil,Google Play,EUR,3,96.68,0.2,232.032,0.0,0.8593
2020-02-01,INV000097,CUST0086,Customer_86,PRD002,Idle Bureaucracy,TapForge CN,China,Web Portal,EUR,8,83.84,0.12,590.2336,0.0,1.0824
2020-02-01,INV000098,CUST0081,Customer_81,PRD001,Summon Siege,TapForge CN,Brazil,App Store,EUR,6,9.02,0.11,48.166799999999995,17.62,1.1233
2020-02-01,INV000099,CUST0096,Customer_96,PRD001,Summon Siege,TapForge CN,Singapore,Emulator,EUR,4,19.36,0.13,67.3728,0.0,1.1726
2020-02-01,INV000100,CUST0098,Customer_98,PRD001,Summon Siege,Tapstorm SG,Brazil,Web Portal,EUR,2,51.02,0.2,81.632,0.0,0.8512
2020-02-01,INV000101,CUST0033,Customer_33,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,Emulator,EUR,7,12.46,0.0,87.22,0.0,0.8161
2020-02-01,INV000102,CUST0077,Customer_77,PRD003,Petty Kingdoms,WhaleCare PH,Philippines,App Store,EUR,4,74.99,0.04,287.9616,0.0,0.8677
2020-02-01,INV000103,CUST0005,Customer_5,PRD003,Petty Kingdoms,TapForge CN,Singapore,Google Play,EUR,5,91.82,0.27,335.143,0.0,1.1683
2020-02-01,INV000104,CUST0064,Customer_64,PRD001,Summon Siege,WhaleCare PH,Singapore,Google Play,EUR,7,45.45,0.24,241.79400000000004,0.0,0.9113
2020-02-01,INV000105,CUST0051,Customer_51,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Emulator,EUR,5,90.69,0.15,385.4325,0.0,0.8078
2020-02-01,INV000106,CUST0087,Customer_87,PRD002,Idle Bureaucracy,TapForge CN,Singapore,Web Portal,EUR,6,77.53,0.12,409.3584,0.0,1.0435
2020-02-01,INV000107,CUST0070,Customer_70,PRD003,Petty Kingdoms,TapForge CN,Singapore,Emulator,EUR,5,48.8,0.28,175.68,0.0,1.1631
2020-02-01,INV000108,CUST0025,Customer_25,PRD001,Summon Siege,SummonStorm BR,Brazil,Google Play,EUR,6,22.43,0.28,96.89759999999998,0.0,0.8458
2020-02-01,INV000109,CUST0035,Customer_35,PRD003,Petty Kingdoms,TapForge CN,Philippines,Google Play,EUR,8,44.4,0.07,330.336,0.0,0.8884
2020-02-01,INV000110,CUST0045,Customer_45,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Emulator,EUR,5,58.43,0.08,268.77799999999996,0.0,1.1488
2020-02-01,INV000111,CUST0032,Customer_32,PRD003,Petty Kingdoms,SummonStorm BR,China,Google Play,EUR,5,90.19,0.05,428.4025,0.0,0.9783
2020-02-01,INV000112,CUST0029,Customer_29,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Web Portal,EUR,6,32.18,0.22,150.6024,0.0,1.2803
2020-02-01,INV000113,CUST0014,Customer_14,PRD001,Summon Siege,SummonStorm BR,China,Google Play,EUR,3,63.06,0.02,185.3964,0.0,1.1013
2020-02-01,INV000114,CUST0014,Customer_14,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Emulator,EUR,3,45.31,0.06,127.77420000000001,0.0,0.8547
2020-02-01,INV000115,CUST0049,Customer_49,PRD001,Summon Siege,SummonStorm BR,Singapore,Emulator,EUR,7,39.06,0.0,273.42,0.0,0.9363
2020-02-01,INV000116,CUST0014,Customer_14,PRD001,Summon Siege,SummonStorm BR,Singapore,Web Portal,EUR,6,92.0,0.12,485.76,0.0,1.2201
2020-02-01,INV000117,CUST0031,Customer_31,PRD003,Petty Kingdoms,Tapstorm SG,Philippines,App Store,EUR,7,13.53,0.27,69.13829999999999,0.0,0.8502
2020-02-01,INV000118,CUST0059,Customer_59,PRD003,Petty Kingdoms,TapForge CN,Brazil,App Store,EUR,5,69.47,0.22,270.933,0.0,0.9308
2020-02-01,INV000119,CUST0058,Customer_58,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,App Store,EUR,3,95.26,0.09,260.05980000000005,0.0,1.0145
2020-02-01,INV000120,CUST0048,Customer_48,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,App Store,EUR,9,12.98,0.19,94.6242,0.0,0.9613
2020-03-01,INV000121,CUST0074,Customer_74,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Emulator,EUR,2,60.51,0.18,99.2364,0.0,1.0926
2020-03-01,INV000122,CUST0072,Customer_72,PRD001,Summon Siege,SummonStorm BR,Philippines,App Store,EUR,3,53.75,0.07,149.9625,0.0,1.0613
2020-03-01,INV000123,CUST0002,Customer_2,PRD003,Petty Kingdoms,SummonStorm BR,China,Google Play,EUR,7,28.43,0.17,165.17829999999998,0.0,1.0074
2020-03-01,INV000124,CUST0070,Customer_70,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,App Store,EUR,1,54.3,0.05,51.584999999999994,0.0,1.1516
2020-03-01,INV000125,CUST0068,Customer_68,PRD001,Summon Siege,Tapstorm SG,China,Google Play,EUR,7,83.03,0.24,441.7196,0.0,1.2084
2020-03-01,INV000126,CUST0048,Customer_48,PRD001,Summon Siege,WhaleCare PH,Philippines,Web Portal,EUR,2,97.25,0.11,173.105,0.0,0.8362
2020-03-01,INV000127,CUST0018,Customer_18,PRD002,Idle Bureaucracy,SummonStorm BR,China,Web Portal,EUR,3,15.2,0.27,33.288,0.0,0.9128
2020-03-01,INV000128,CUST0091,Customer_91,PRD002,Idle Bureaucracy,WhaleCare PH,Brazil,Google Play,EUR,6,55.03,0.08,303.7656,0.0,1.2055
2020-03-01,INV000129,CUST0017,Customer_17,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,Emulator,EUR,6,71.76,0.08,396.1152000000001,0.0,1.0745
2020-03-01,INV000130,CUST0012,Customer_12,PRD001,Summon Siege,TapForge CN,Brazil,App Store,EUR,6,87.92,0.14,453.6672,0.0,0.8442
2020-03-01,INV000131,CUST0098,Customer_98,PRD003,Petty Kingdoms,Tapstorm SG,China,Google Play,EUR,3,15.6,0.17,38.843999999999994,0.0,0.9665
2020-03-01,INV000132,CUST0065,Customer_65,PRD003,Petty Kingdoms,TapForge CN,China,Web Portal,EUR,9,82.42,0.25,556.335,449.94,0.9208
2020-03-01,INV000133,CUST0079,Customer_79,PRD002,Idle Bureaucracy,Tapstorm SG,China,Web Portal,EUR,1,72.45,0.14,62.307,0.0,0.9426
2020-03-01,INV000134,CUST0038,Customer_38,PRD002,Idle Bureaucracy,SummonStorm BR,Brazil,Emulator,EUR,8,35.54,0.28,204.7104,0.0,1.0353
2020-03-01,INV000135,CUST0056,Customer_56,PRD003,Petty Kingdoms,TapForge CN,Philippines,Google Play,EUR,1,31.7,0.21,25.043,0.0,0.9113
2020-03-01,INV000136,CUST0069,Customer_69,PRD001,Summon Siege,Tapstorm SG,Singapore,Google Play,EUR,7,10.56,0.23,56.918400000000005,0.0,0.9769
2020-03-01,INV000137,CUST0082,Customer_82,PRD001,Summon Siege,WhaleCare PH,China,App Store,EUR,6,98.45,0.22,460.74600000000004,0.0,1.0728
2020-03-01,INV000138,CUST0036,Customer_36,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,4,93.12,0.17,309.15840000000003,0.0,0.9071
2020-03-01,INV000139,CUST0069,Customer_69,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Google Play,EUR,2,61.33,0.25,91.995,0.0,0.987
2020-03-01,INV000140,CUST0031,Customer_31,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Web Portal,EUR,2,59.05,0.22,92.118,0.0,0.9609
2020-03-01,INV000141,CUST0096,Customer_96,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Web Portal,EUR,3,33.29,0.18,81.8934,0.0,0.8222
2020-03-01,INV000142,CUST0015,Customer_15,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,Emulator,EUR,1,4.62,0.12,4.0656,0.0,1.2725
2020-03-01,INV000143,CUST0042,Customer_42,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Google Play,EUR,5,8.32,0.0,41.6,0.0,0.949
2020-03-01,INV000144,CUST0006,Customer_6,PRD002,Idle Bureaucracy,TapForge CN,Singapore,Web Portal,EUR,1,50.35,0.08,46.322,0.0,0.9705
2020-03-01,INV000145,CUST0063,Customer_63,PRD003,Petty Kingdoms,SummonStorm BR,China,Google Play,EUR,1,19.25,0.22,15.015,0.0,1.2298
2020-03-01,INV000146,CUST0018,Customer_18,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Web Portal,EUR,7,38.18,0.14,229.84359999999998,0.0,0.9181
2020-03-01,INV000147,CUST0094,Customer_94,PRD001,Summon Siege,TapForge CN,China,App Store,EUR,7,49.61,0.18,284.7614,0.0,0.9668
2020-03-01,INV000148,CUST0078,Customer_78,PRD001,Summon Siege,TapForge CN,Brazil,Web Portal,EUR,4,38.65,0.13,134.502,0.0,0.8492
2020-03-01,INV000149,CUST0018,Customer_18,PRD001,Summon Siege,TapForge CN,Singapore,Web Portal,EUR,3,88.54,0.2,212.496,0.0,1.0589
2020-03-01,INV000150,CUST0094,Customer_94,PRD003,Petty Kingdoms,TapForge CN,China,Google Play,EUR,1,9.28,0.18,7.6095999999999995,0.0,1.1163
2020-03-01,INV000151,CUST0071,Customer_71,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,Google Play,EUR,2,93.48,0.17,155.17680000000001,0.0,1.2143
2020-03-01,INV000152,CUST0083,Customer_83,PRD001,Summon Siege,SummonStorm BR,Philippines,Emulator,EUR,5,68.94,0.12,303.336,0.0,1.0368
2020-03-01,INV000153,CUST0027,Customer_27,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Web Portal,EUR,7,14.36,0.14,86.4472,0.0,1.1938
2020-03-01,INV000154,CUST0033,Customer_33,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,App Store,EUR,2,69.32,0.0,138.64,0.0,0.9965
2020-03-01,INV000155,CUST0003,Customer_3,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,Emulator,EUR,8,25.28,0.18,165.8368,0.0,1.0651
2020-03-01,INV000156,CUST0090,Customer_90,PRD001,Summon Siege,WhaleCare PH,China,Google Play,EUR,1,63.29,0.22,49.3662,0.0,1.0037
2020-03-01,INV000157,CUST0067,Customer_67,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Emulator,EUR,3,20.68,0.12,54.5952,0.0,0.9814
2020-03-01,INV000158,CUST0056,Customer_56,PRD002,Idle Bureaucracy,WhaleCare PH,China,Emulator,EUR,7,84.07,0.2,470.79200000000003,0.0,1.2814
2020-03-01,INV000159,CUST0043,Customer_43,PRD003,Petty Kingdoms,TapForge CN,Singapore,App Store,EUR,4,35.71,0.16,119.9856,0.0,1.0207
2020-03-01,INV000160,CUST0001,Customer_1,PRD003,Petty Kingdoms,SummonStorm BR,China,Emulator,EUR,2,73.32,0.24,111.44639999999998,0.0,1.0206
2020-03-01,INV000161,CUST0082,Customer_82,PRD003,Petty Kingdoms,TapForge CN,Singapore,Google Play,EUR,9,74.66,0.2,537.5519999999999,0.0,1.1082
2020-03-01,INV000162,CUST0024,Customer_24,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Web Portal,EUR,7,15.31,0.28,77.16239999999999,0.0,1.2405
